Date,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district-of-columbia,florida,georgia,guam,nebraska,nevada,new-hampshire,new-jersey,new-mexico,new-york,north-carolina,north-dakota,ohio,oklahoma,oregon,washington
2020-04-22,-0.9887428875893761,-0.38199763335520764,-0.9481190896687971,-1.1879063733145319,-0.4792814380575689,0.44536737812771854,2.52073551842234,0.717481678170712,2.1634876119024127,,,-0.8587031376749359,,,-0.06424229199391013,2.601771315489381,-0.6796461729961855,2.403852157946379,-0.9947657601561433,-0.7220794333376996,,-0.874027162294488,0.21118916470417184,-0.2503936612188763
2020-04-23,-1.0354129080122851,-0.3101513292489263,-0.9222709894793062,-1.1770761587770175,-0.48909766299292423,0.9409709349719171,2.4744510203994063,0.8795988628496708,2.1634876119024127,,,-0.8975765990135064,,,-0.05307119576452513,2.6177959611141772,-0.6722563930999916,2.2782784154177897,-0.9410321963945075,-0.7667717579473831,,-0.8991594597573599,0.24533915766894923,-0.24660914851968654
2020-04-24,-1.0038420118438467,-0.45384393746148893,-0.9665820183755762,-1.1770761587770175,-0.49784302702624084,0.9409709349719171,2.344854425935192,0.7792406056674582,2.1634876119024127,,,-0.8975765990135064,,,-0.08658448445268012,2.407873103429346,-0.5651045846051811,2.1125123850556555,-0.9503322362763291,-0.7757102228693198,,-0.8524851930405978,0.2589991548548602,-0.22011755962535837
2020-04-25,-1.1109085292846381,-0.5496390096031973,-0.9237480237758485,-1.1689534978738818,-0.503732761987454,0.8572690009271191,2.22081197123373,0.9567975222206035,2.1634876119024127,,,-0.8975765990135064,,,-0.019557907076370146,2.3411037466593614,-0.5651045846051811,1.953046767380942,-0.9720323293339128,-0.7757102228693198,,-0.8596658494585612,-0.055180780421091806,-0.5834307787475733
2020-04-26,-1.0656111565212263,-0.9807168342408851,-0.9429494696308989,-1.1689534978738818,-0.4892761398099307,0.771364384407458,2.139351254713367,1.0880352431511893,2.1634876119024127,,,-0.8975765990135064,,,0.04746867029993983,2.2615146733895397,-0.5798841443975687,1.80422667459187,-0.9771990181571469,-0.7667717579473831,,-0.8596658494585612,-0.03469078464222537,-0.3828516056905171
2020-04-27,-1.0079599548223386,-1.0765119063825934,-0.9606738811894069,-1.1554157297019887,-0.4981999806602537,0.7427295122342377,2.124540215346028,1.1497941706479355,2.1634876119024127,,,-0.8587031376749359,,,0.025126477841169836,2.172844967599,-0.5540199147608903,1.799881562393649,-0.9544655873349165,-0.7220794333376996,,-0.8596658494585612,-0.1166507677576911,-0.2768852501132045
2020-04-28,-0.8652045982346167,-0.9328192981700308,-0.8942073378450018,-1.1689534978738818,-0.47945991487457534,0.6766490379883445,2.076404337402177,1.2424325618930547,,,,-0.8587031376749359,,,0.1033241514468648,2.209701652536032,-0.5466301348646965,1.7622963418790367,-0.9647989649813848,-0.7042025034938262,,-0.8919788033393965,-0.1166507677576911,-0.6553365200321783
2020-04-29,-0.9091293233385311,-0.9807168342408851,-0.8801755120278497,-1.1987365878520464,-0.4744625639983945,0.6810544029380707,2.0004977606445657,1.1575140365850287,,,,,,,0.1144952476762498,2.1098146948081347,-0.524460795176115,1.6564928598523534,-0.8738652416924629,-0.6773871087280161,,-0.9009546238618508,-0.1166507677576911,-0.4509728342759325
2020-04-30,-0.9352096288689804,-0.8609729940637496,-0.8809140291761208,-1.193321480583289,-0.4798168685085883,0.665635625614029,1.9245911838869547,0.9259180584722304,,,,,,,0.17035072882317476,2.0286231569758333,-0.4912067856432427,1.5346124626922522,-0.8790319305156972,-0.6595101788841427,,-0.886593311025924,-0.2669107368027116,-0.5115250374629683
2020-05-01,-0.9132472663170231,-0.717280385851187,-0.9148858179965945,-1.193321480583289,-0.5288979931853649,0.6039605163178621,1.8172111484737488,0.8101200694158314,,,-0.7938532346281416,,,,0.06981086275870982,1.9404876060394538,-0.5392403549685026,1.4031728186960644,-0.8779985927510503,-0.6863255736499528,,-0.9512192187875946,-0.15763075931542397,-0.5266630882597273
2020-05-02,-1.0161958407793226,-1.0765119063825934,-0.9082391636621541,-1.193321480583289,-0.5260423641132616,0.49823175752443305,1.8172111484737488,0.9567975222206035,,,-0.8386166889504667,,,,0.06981086275870982,1.8021414988120459,-0.5059863454356304,1.2634774615232567,-0.9244987921601582,-0.6416332490402693,-0.57372922657554,-0.9853273367729207,-0.3966807100688657,-0.6856126216256964
2020-05-03,-1.0065873071628413,-1.0286143703117392,-0.8978999235863577,-1.1797837124113961,-0.5239006423091841,0.49823175752443305,1.7413045717161375,0.8332796672271111,,,-0.8609984161116293,,,,0.06981086275870982,1.5906161765647346,-0.520765905228018,1.1409452975334222,-0.9523989118056229,-0.650571713962206,-0.6218061922162631,-0.9853273367729207,-0.3898507114759102,-0.7499493375119218
2020-05-04,-0.883049017808082,-1.0286143703117392,-0.9193169208862215,-1.2041516951208036,-0.5449609067159464,0.3903003162561409,1.6246676366983448,0.8101200694158314,2.607330836164961,,-0.8856183159889082,,,,0.06981086275870982,1.5745915309399383,-0.4579527761103705,1.1107467677557858,-0.9286321432187455,-0.650571713962206,-0.5236490540331203,-0.9853273367729207,-0.41717070584773214,-1.3100572169920033
2020-05-05,-0.8761857795105954,-1.004665602276312,-0.9008539921794424,-1.2095668023895607,-0.5438900458139077,0.2977876523118905,1.646884195749353,0.8332796672271111,2.607330836164961,,-0.9109842734382256,,,,0.20386401751132976,1.5964918799604932,-0.46903744595466124,1.1005357540899663,-0.8914319836914593,-0.650571713962206,-0.5296586747382107,-0.9853273367729207,-0.4035107086618212,-1.2003063487155008
2020-05-06,-0.9269737429119964,-1.1244094424534476,-0.881652546324392,-1.2637178750771327,-0.5333599136105265,0.31100374716106916,1.5450583000988989,0.9490776562835103,2.607330836164961,,-0.9139685037263807,,,,0.18152182505255976,1.5393373105653865,-0.4136140967332075,1.0090711423174126,-0.9100320634551023,-0.6416332490402693,-0.5456843299517851,-0.9960983213998659,-0.32155072554635544,-0.8294241041949064
2020-05-07,-0.9036387327005418,-1.0286143703117392,-0.872790340545138,-1.2637178750771327,-0.5549556084683082,0.36166544408292056,1.4339755048438583,0.8409995331642044,2.607330836164961,,-0.9363502308875432,,,,0.18152182505255976,1.4191524683794143,-0.39883453694081983,0.8974017588231308,-0.9007320235732809,-0.6148178542744592,-0.5376715023449978,-1.008664470131302,-0.5127906861491088,-0.950528510568978
2020-05-08,-0.9324643335499857,-0.9328192981700308,-0.8993769578829001,-1.261010321442754,-0.5631655420506054,0.2933822873621643,1.326595469430652,0.8718789969125775,2.607330836164961,,-0.997526951794721,,,,0.17035072882317476,1.2102979204029025,-0.3840549771484321,0.7955088777748465,-0.9110654012197492,-0.6326947841183326,-0.5356682954433011,-0.9996886496088476,-0.6493906580082184,-0.8180705660973372
2020-05-09,-0.9928608305678681,-1.1244094424534476,-0.8927303035484595,-1.2772556432490256,-0.5588820984424503,0.2933822873621643,1.278459591486801,0.8641591309754842,2.607330836164961,,-1.0333377152525811,,,,0.1144952476762498,1.2225834820485797,-0.3951396469927229,0.7042615216122039,-0.9131320767490428,-0.6237563191963958,-0.623141663484061,-1.091242018937881,-0.7313506411236841,-0.8180705660973372
2020-05-10,-1.0107052501413334,-1.1244094424534476,-0.9119317494035099,-1.2772556432490256,-0.5558479925533405,-0.1845998096831294,1.1692281761526777,0.8409995331642044,2.607330836164961,,-1.0594497302739374,,,-0.9026068653090714,0.18152182505255976,1.0516539287174191,-0.40991920678511057,0.5925921381179221,-0.9864990580389685,-0.6684486438060794,-0.6011063875653962,-1.091242018937881,-0.8679506129827937,-1.037572302650342
2020-05-11,-0.9640352297184243,-1.1483582104888748,-0.9089776808104252,-1.2853783041521614,-0.5569188534553793,0.17884279866928288,1.1136867785251574,0.7638008737932717,2.301572170561872,,-1.0676563635663636,,,-0.8286253902360475,0.22620620997009974,0.9912944301973531,-0.36188563745985064,0.5847709361611242,-0.9637656272167381,-0.6237563191963958,-0.5683873415043487,-1.091242018937881,-0.6972006481589067,-0.980804612162496
2020-05-12,-0.8665772458941141,-1.0765119063825934,-0.8735288576934092,-1.2907934114209185,-0.5578112375404116,0.06870867492612764,1.0711050403440585,0.771520739730365,2.301572170561872,,-1.0736248241426736,,-0.5989014677533724,-0.7507501533170751,0.2708905948876397,1.0623370258006166,-0.391444757044626,0.5493582717456224,-0.9523989118056229,-0.588002459508649,-0.5543648931924711,-1.0679048855795,-0.6972006481589067,-1.0905554804389985
2020-05-13,-0.8734404841916007,-1.0286143703117392,-0.8809140291761208,-1.2907934114209185,-0.5576327607234051,0.06210062750153832,1.0137122627956208,0.8178399353529245,2.370614449891602,,-1.0989907815919913,,-0.5989014677533724,-0.7507501533170751,0.3267460760345647,1.0078532306763093,-0.38774986709652903,0.523939365386029,-0.9048653746318682,-0.5969409244305858,-0.6264803416535556,-1.017640290653756,-0.6903706495659513,-0.1784879199342712
2020-05-14,-0.8940301990840606,-1.0286143703117392,-0.8617125833210705,-1.2772556432490256,-0.5380003108526944,0.06210062750153832,0.9118863671451667,0.7483611419190851,2.1141716980954626,,-1.1221185663251925,,,-0.7643783197778953,0.20386401751132976,0.8646997297614624,-0.3544958575636568,0.4717980190073761,-0.919332103336924,-0.588002459508649,-0.6071160082704866,-1.019435454758247,-0.7108606453448177,0.13562663409847717
2020-05-15,-0.8803037224890873,-1.1244094424534476,-0.841772620317749,-1.274548089614647,-0.5622731579655731,0.03126307285345486,0.7822897726809525,0.717481678170712,2.0747189670499027,,-1.145246351058394,,,-0.9395976028455834,0.20386401751132976,0.792588824449879,-0.30276739829029997,0.4040142687151273,-0.9348321698066265,-0.6148178542744592,-0.613125628975577,-1.0230257829672287,-0.7040306467518622,0.06372089281387211
2020-05-16,-0.9681531726969163,-1.0765119063825934,-0.8543274118383588,-1.274548089614647,-0.5792284555811869,-0.014993259118670338,0.710085955765176,0.5708042253659398,1.9662239566746131,,-1.163151732787324,,,-0.9434913646915319,0.20386401751132976,0.654242717222471,-0.3581907475117537,0.3662117925906039,-0.9461988852177418,-0.6326947841183326,-0.6652090084196935,-1.0858565266244085,-0.7176906439377732,0.20374786268389247
2020-05-17,-0.9612899343994296,-1.004665602276312,-0.850634826097003,-1.274548089614647,-0.6029658722430461,-0.014993259118670338,0.6045573002728873,0.408687040686981,1.8380025807765437,,-1.15942144492713,,,-0.9434913646915319,0.19269292128194476,0.5725170245360098,-0.347106077667463,0.29603823058933343,-0.9337988320419797,-0.6595101788841427,-0.633157697992545,-1.0858565266244085,-0.772330632681417,-0.10658217864966617
2020-05-18,-0.8569687122776328,-1.1004606744180205,-0.832910414538495,-1.2420574460021039,-0.5851181905424,-0.06785763851538484,0.5730838416172924,0.493605565995007,1.8873184945834933,,-1.1482305813465488,,,-0.9434913646915319,0.13683744013501978,0.6248642002436777,-0.33971629777126916,0.2836546608244034,-0.9151987522783366,-0.6416332490402693,-0.6344931692603427,-1.272553593491457,-0.7518406369025505,-0.1936259707310302
2020-05-19,-0.9214831522740071,-0.9328192981700308,-0.8535888946900877,-1.2393498923677253,-0.5901155414185809,-0.06785763851538484,0.5619755620917883,0.4627261022466339,1.8971816773448833,,-1.1773268266560601,,,-0.9785352213050696,0.09215305521747981,0.6099078643272012,-0.3729703073041414,0.2788750374063602,-0.8387317576944704,-0.6416332490402693,-0.6338254336264438,-1.1091936599827896,-0.8816106101687047,-0.26553171201563525
2020-05-20,-0.824025168449697,-0.9328192981700308,-0.8402955860212067,-1.2393498923677253,-0.5333599136105265,-0.0964925106886052,0.51198830422702,0.3392082472531415,1.5125175496506746,,-1.1974703811011065,,,-0.9162350317698916,0.06981086275870982,0.5693120954110507,-0.36558052740794755,0.2249956461484188,-0.8707652283985224,-0.588002459508649,-0.6411705255993321,-1.0337967675941737,-0.8816106101687047,-0.39798965648727613
2020-05-21,-0.8048081012167344,-0.8609729940637496,-0.8388185517246644,-1.2393498923677253,-0.5237221654921776,-0.08107373336456347,0.38054032984188846,0.3392082472531415,1.5125175496506746,,-1.2273126839826565,,,-0.968800816690198,0.0027842853823998454,0.4640835891415549,-0.36927541735604447,0.14178674755248513,-0.8459651220469983,-0.5790639945867124,-0.6478478819383213,-1.0481580804301005,-0.7791606312743725,-0.3450064786986198
2020-05-22,-0.7718645573887986,-0.956768066205458,-0.850634826097003,-1.2176894632926965,-0.5189032914330032,-0.1890051746328556,0.2398354558521702,0.34692811319023475,1.5716966462190145,,-1.249694411143819,,,-0.9804821022280439,-0.09775558068206511,0.37915296733013454,-0.36558052740794755,0.06726807335299363,-0.8562984996934667,-0.5790639945867124,-0.6565284451790074,-1.0679048855795,-0.8611206143898382,-0.14064279294237383
2020-05-23,-0.9805070016323921,-1.0765119063825934,-0.859497031876257,-1.2312272314645896,-0.5938635545757166,-0.26169369630333805,0.21021337711749266,0.26200958788220874,1.394159356513995,,-1.2802827715974079,,,-0.9843758640739926,-0.04190009953514014,0.33909135326814377,-0.3581907475117537,0.02338244015096073,-0.834598406635883,-0.5790639945867124,-0.670550893490885,-1.0966275112513535,-0.8201406228321053,-0.21254853422697886
2020-05-24,-0.9887428875893761,-1.0765119063825934,-0.8447266889108337,-1.2176894632926965,-0.601359580889988,-0.21323468185634975,0.1676316389363937,0.269729453819302,1.394159356513995,,-1.2802827715974079,,,-1.0408354108402476,-0.05307119576452513,0.2765952353314382,-0.33971629777126916,-0.030714206716891707,-0.8366650821651768,-0.5701255296647757,-0.6665444796874914,-1.0966275112513535,-1.1206605609221463,-0.18605694533265071
2020-05-25,-0.9750164109944028,-1.0765119063825934,-0.8233096916109698,-1.201444141486425,-0.6002887199879492,-0.3299768530240943,0.17688853854098044,0.22341025819674237,1.4632016358437248,,-1.2474562384277028,,,-1.0272072443794273,-0.06424229199391013,0.2221114402071308,-0.3286316279269784,-0.04049070916288913,-0.7953315715793031,-0.561187064742839,-0.6612025946162999,,-1.0182105820278142,-0.2768852501132045
2020-05-26,-0.811671339514221,-1.0286143703117392,-0.8343874488350373,-1.160830836970746,-0.5827979919213161,-0.3806385499459457,0.15467197948997227,0.19253079444836926,1.680191656594304,,-1.2758064261651754,,,-1.0077384351496843,-0.06424229199391013,0.20501848487401478,-0.347106077667463,-0.058522924785506615,-0.8015315981671842,-0.5701255296647757,-0.6177997784128695,-1.0966275112513535,-0.9635705932841704,-0.3790670929913274
2020-05-27,-0.7595107284533227,-0.9807168342408851,-0.7657053540458187,-1.1581232833363673,-0.5578112375404116,-0.4246921994432078,0.13615818028079882,0.15393146476290287,1.6407389255487441,,-1.2362653748471215,-0.936450060352077,,-0.9201287936158402,0.09215305521747981,0.22531636933209007,-0.3508009676155599,-0.0709064945504367,-0.7178312392307902,-0.5701255296647757,-0.6525220313756139,-1.1289404651321888,-0.7996506270532389,-0.33365294060105055
2020-05-28,-0.8693225412131087,-1.0765119063825934,-0.7405957710045991,-1.1689534978738818,-0.5604883897955085,-0.4246921994432078,0.06950850312777437,0.12305200101452977,1.5815598289804045,,-1.2392496051352766,,,-0.912341269923943,0.14800853636440478,0.24454594408184563,-0.40252942688891674,-0.11392310531282537,-0.7116312126429091,-0.6148178542744592,-0.7012667326502358,-1.0840613625199176,-0.8201406228321053,-0.3222994025034813
2020-05-29,-0.7828457386647771,-0.9807168342408851,-0.7509350110803954,-1.1689534978738818,-0.5810132237512514,-0.5194075458623213,-0.061939471257357166,0.0535732075806903,1.5322439151734546,,-1.249694411143819,,,-1.0447291726861963,0.09215305521747981,0.19647200720745675,-0.4136140967332075,-0.16367463998245674,-0.7405646700530206,-0.6058793893525225,-0.6872442843383583,-1.1217598087142255,-0.7996506270532389,-0.23525561042211732
2020-05-30,-0.8569687122776328,-0.9807168342408851,-0.718440256556464,-1.1689534978738818,-0.6165301103355371,-0.534826323186363,-0.14340018777772037,-0.015905585853149183,1.3251170771842653,,-1.2787906564533305,,,-1.0447291726861963,0.1144952476762498,0.15320546402050675,-0.42839365652559513,-0.19887004878804748,-0.7839648561681879,-0.6237563191963958,-0.7052731464536294,-1.1325307933411706,-0.7586706354955061,-0.25796268661725574
2020-05-31,-0.8693225412131087,-0.9807168342408851,-0.7199172908530064,-1.1391704078957172,-0.5958267995627877,-0.534826323186363,-0.23967194366542235,-0.12398370897245505,1.108127056433686,,-1.2765524837372142,,,-1.112870004990297,-0.00838681084698515,0.08429948783388265,-0.4542578861622735,-0.23862782540177035,-0.7725981407570727,-0.6058793893525225,-0.7233020085689005,-1.1325307933411706,-0.9225906017264375,-0.2768852501132045
2020-06-01,-0.7746098527077933,-1.0765119063825934,-0.7236098765943623,-1.1391704078957172,-0.6088556072042592,-0.5788799726836251,-0.2896592015301907,-0.13170357490954832,1.1771693357634156,,-1.2855051746016792,,,-1.0641979819159393,0.013955381611784841,0.06774068735492648,-0.4210038766294013,-0.261439664442431,-0.7715648029924258,-0.6148178542744592,-0.7353212499790812,-1.1325307933411706,-1.0182105820278142,-0.4244812453816043
2020-06-02,-0.76088337611282,-1.0765119063825934,-0.6933306735152444,-1.1229250860894455,-0.5847612369083871,-0.5920960675328037,-0.3266867999485376,-0.14714330678373486,1.108127056433686,,-1.295203923038183,,,-1.0564104582240421,0.0027842853823998454,0.016461821355578325,-0.4542578861622735,-0.30706334252375234,-0.7033645105257343,-0.6237563191963958,-0.7780563305486128,-1.1863857164758962,-1.0796805693644136,-0.5153095501621581
2020-06-03,-0.7553927854748307,-1.0525631383471663,-0.6320337502087375,-1.093141996111281,-0.5731602438029672,-0.6625819067284231,-0.37852543773422326,-0.17802277053210797,1.0094952288197863,,-1.3049026714746867,,-0.59108327525158,-1.042782291763222,-0.09775558068206511,-0.04763676114360687,-0.49859656553943654,-0.3381308947410331,-0.7364313189944333,-0.6237563191963958,-0.7733821811113203,-1.164843747222006,-1.1206605609221463,-0.5115250374629683
2020-06-04,-0.7677466144103066,-1.004665602276312,-0.6416344731362628,-1.0768966743050095,-0.5736956742539866,-0.744081158298358,-0.4396209751244957,-0.262941295840134,0.9207265839672766,,-1.310871132050997,,-0.5246286389863449,-1.0583573391470165,-0.1200977731408351,-0.19079026205845379,-0.49859656553943654,-0.366156868419559,-0.7622647631106043,-0.6416332490402693,-0.7807272730842085,-1.1433017779681156,-1.0523605749925915,-0.4736799104710709
2020-06-05,-0.7938269199407558,-1.1244094424534476,-0.5271643151542318,-1.052528691595602,-0.5433546153628882,-0.7881348077956201,-0.48220271330559467,-0.37101941895943985,0.8911370356831066,,-1.3235541107756557,,-0.6067196602551648,-1.1031356003754256,-0.08658448445268012,-0.21696384991228776,-0.480122115798952,-0.39244479721879655,-0.7023311727610876,-0.6595101788841427,-0.795417457029985,-1.114579152296262,-0.9704005918771259,-0.34122196599943
2020-06-06,-0.9434455148259643,-1.1483582104888748,-0.49466956063030043,-1.033575816154952,-0.5610238202465279,-0.7881348077956201,-0.5136761719611895,-0.4559379442674659,0.9207265839672766,,-1.325046225919733,,-0.6419015265132303,-1.0895074339146054,-0.1424399655996051,-0.21696384991228776,-0.47642722585085506,-0.4196017484576783,-0.7116312126429091,-0.6684486438060794,-0.824130089287639,-1.125350136923207,-0.9908905876559922,-0.4926024739670196
2020-06-07,-0.8816763701485847,-1.1483582104888748,-0.5138710064853508,-1.0579437988643592,-0.5612022970635343,-0.7374731108737687,-0.5136761719611895,-0.5640160673867718,1.0094952288197863,,-1.3287765137799268,,-0.6966288740257769,-1.0895074339146054,-0.1200977731408351,-0.24420574747444146,-0.47273233590275815,-0.4578387358020238,-0.7240312658186712,-0.6773871087280161,-0.8408234801351123,-1.125350136923207,-0.9908905876559922,-0.617491393040281
2020-06-08,-0.7787277956862853,-1.1483582104888748,-0.5035317664095544,-0.9875474043705158,-0.5645933565866571,-0.7771213954213045,-0.5303385912494456,-0.486817408015839,0.8418211218761569,,-1.3019184411865319,,-0.700537970276673,-1.1070293622213743,-0.20946654297591505,-0.32005573676514393,-0.4505629962141766,-0.47000504995704284,-0.679597741938857,-0.6684486438060794,-0.8134463191452561,-1.125350136923207,-0.9908905876559922,-0.980804612162496
2020-06-09,-0.7306851276038788,-1.0286143703117392,-0.5205176608197913,-0.9821322971017585,-0.5508506416771596,-0.7749187129464414,-0.5877313687978833,-0.5254167377013054,0.7135997459780873,,-1.2907275776059506,,-0.6614470077677113,-1.0856136720686569,-0.18712435051714507,-0.32219235618178343,-0.4136140967332075,-0.47587095142464125,-0.6434309201762177,-0.6416332490402693,-0.8167849973147507,-1.1433017779681156,-0.8816106101687047,-0.8975453327803217
2020-06-10,-0.705977469732927,-0.7891266899574683,-0.4976236292233851,-0.9604718680267298,-0.526577794564281,-0.8365938222426084,-0.6303131069789824,-0.5254167377013054,0.6149679183641875,,-1.3034105563306093,,-0.6419015265132303,-1.068091743761888,-0.17595325428776007,-0.34088777607737913,-0.39883453694081983,-0.5093283153509436,-0.6372308935883366,-0.6326947841183326,-0.8595200778842823,-1.139711449759134,-0.8269706214250608,-0.980804612162496
2020-06-11,-0.7046048220734296,-0.8849217620991767,-0.48506883770277526,-0.9442265462204582,-0.5595960057104762,-0.8321884572928822,-0.6747462250809986,-0.5176968717642121,0.5459256390344578,,-1.2847591170296404,,-0.6653561040186075,-1.110923124067323,-0.26532202412284006,-0.4418430435135958,-0.4505629962141766,-0.5414821456177795,-0.6041640851196377,-0.6416332490402693,-0.8675329054910695,-1.1343259574456614,-0.8884406087616601,-0.8521311803900449
2020-06-12,-0.7361757182418681,-0.956768066205458,-0.45183556603057273,-0.9009056880704007,-0.569233753828825,-0.8432018696671977,-0.6784489849228333,-0.5871756651980515,0.2894828872383186,,-1.289235462461873,,-0.7083561627784654,-1.1284450523740917,-0.23180873543468505,-0.4589359988467118,-0.4653425560065643,-0.5727669534449713,-0.6578976488812734,-0.6148178542744592,-0.8782166756334524,-1.1325307933411706,-0.929420600319393,-0.8445621549916653
2020-06-13,-0.819907225471205,-1.0286143703117392,-0.395708262761964,-0.9009056880704007,-0.5815486542022709,-0.8696340593655549,-0.6988141640529241,-0.6412147267577045,0.1415351458174691,,-1.3086329593348807,,-0.7357198365347386,-1.0836667911456825,-0.298835312810995,-0.5043391614503013,-0.4912067856432427,-0.6083968734703842,-0.5927973697085225,-0.6148178542744592,-0.8989164802843193,-1.1325307933411706,-0.9089306045405265,-0.8975453327803217
2020-06-14,-0.8020628058977397,-1.0525631383471663,-0.36247499108976156,-0.898198134436022,-0.6108188521913304,-0.8387965047174715,-0.7506528018386097,-0.6412147267577045,0.033040135442179444,,-1.2944578654661443,,-0.7396289327856348,-1.1206575286821945,-0.388204082646075,-0.5064757808669409,-0.5281556851242118,-0.6251255554335353,-0.6186308138246935,-0.6148178542744592,-0.9022551584538139,-1.1415066138636247,-0.9089306045405265,-0.980804612162496
2020-06-15,-0.7128407080304136,-0.8130754579928954,-0.3683831282759309,-0.8927830271672649,-0.5972546140988394,-0.8387965047174715,-0.7543555616804445,-0.6798140564431709,0.08235604924912929,,-1.2675997928727492,,-0.7239925477820501,-1.093401195760554,-0.31000640904038,-0.5326493687207748,-0.5318505750723088,-0.635771080319177,-0.6196641515893404,-0.650571713962206,-0.900919687186016,-1.1415066138636247,-0.9089306045405265,-0.9543130232681678
2020-06-16,-0.6551895063315258,-0.7891266899574683,-0.32628765082447436,-0.8711225980922361,-0.5724463365349414,-0.807958950069388,-0.7580583215222791,-0.6875339223802641,0.09221923201051925,,-1.2601392171523618,,-0.7239925477820501,-1.087560552991631,-0.388204082646075,-0.5598912662829285,-0.5503250248127933,-0.6509789730129508,-0.5865973431206415,-0.6952640385718895,-0.890903652677532,-1.1002178394603352,-0.9635705932841704,-1.0110807137560138
2020-06-17,-0.6483262680340393,-0.7651779219220411,-0.27016034755586565,-0.8629999371891003,-0.5617377275145538,-0.8520125995666501,-0.7858290203360393,-0.7184133861286373,0.1415351458174691,,-1.2556628717201292,-0.9753235216906475,-0.7396289327856348,-1.0661448628389136,-0.45523066002238494,-0.5273078201791761,-0.5318505750723088,-0.663797053997703,-0.5690306011216452,-0.7042025034938262,-0.8822230894368459,-1.0840613625199176,-0.8542906157968827,-0.9467439978697884
2020-06-18,-0.6757792212239857,-0.8849217620991767,-0.20738638995281644,-0.838631954479693,-0.5506721648601531,-0.8520125995666501,-0.8043428195452128,-0.7492928498770104,0.06262968372634935,,-1.225820568838579,-0.9753235216906475,-0.7396289327856348,-1.0719855056078367,-0.45523066002238494,-0.5775183764702044,-0.5466301348646965,-0.6900849827969405,-0.5576638857105299,-0.6952640385718895,-0.8782166756334524,-1.055338736848064,-0.7381806397166396,-0.893760820081132
2020-06-19,-0.7004868790949376,-0.8849217620991767,-0.08553106048807385,-0.8440470617484501,-0.5501367344091338,-0.8960662490639122,-0.8117483392288822,-0.7801723136253835,0.01331376991939951,,-1.2138836476859591,-0.9753235216906475,-0.766992606541908,-1.0466760536091706,-0.39937517887546,-0.6207849196571544,-0.5835790343456656,-0.7061618979303584,-0.5431971570054742,-0.6952640385718895,-0.8929068595792289,-1.030206439385192,-0.8542906157968827,-0.806717027999768
2020-06-20,-0.7169586510089055,-0.9328192981700308,-0.007248242771330133,-0.8440470617484501,-0.551029118494166,-0.8850528366895967,-0.8524786974890638,-0.7801723136253835,-0.055728509410330265,,-1.2086612446816878,-0.9753235216906475,-0.7982653765490775,-1.0466760536091706,-0.46640175625176994,-0.6485609720734681,-0.5909688142418594,-0.720066256964666,-0.5307971038297121,-0.6773871087280161,-0.9216194918368829,-1.055338736848064,-0.7655006340884615,-0.9467439978697884
2020-06-21,-0.7348030705823707,-0.956768066205458,-0.004294174178245464,-0.8007262035983926,-0.5337168672445394,-0.8828501542147336,-0.8543300774099811,-0.7492928498770104,-0.14449715426284,,-1.1967243235290677,-0.9753235216906475,-0.8021744727999737,-1.0466760536091706,-0.46640175625176994,-0.6592440691566656,-0.6316126036709255,-0.7370121945377281,-0.570063938886292,-0.650571713962206,-0.9122711929622979,-1.055338736848064,-0.7655006340884615,-0.9013298454795114
2020-06-22,-0.6826424595214724,-1.004665602276312,0.032631683235312896,-0.8088488645015284,-0.5114072651187318,-0.8982689315387753,-0.8709924966982372,-0.6720941905060777,-0.2727185301609096,,-1.1668820206475177,-0.9753235216906475,-0.7982653765490775,-1.0408354108402476,-0.47757285248115494,-0.6977032186561767,-0.6131381539304409,-0.7413573067359492,-0.5442304947701211,-0.650571713962206,-0.8768812043656545,-1.055338736848064,-0.7655006340884615,-0.9353904597722191
2020-06-23,-0.6579348016505205,-0.9807168342408851,0.13897815258636095,-0.7790657745233638,-0.4648248158800456,-0.9224984387622694,-0.874695256540072,-0.6566544586318911,-0.11490760597867007,,-1.1251027966133476,-0.9753235216906475,-0.8217199540544545,-1.0096853160726587,-0.51108614116931,-0.666188082260744,-0.6057483740342471,-0.7452679077143481,-0.49773029536101326,-0.6773871087280161,-0.8628587560537769,-0.9332675777426861,-0.8269706214250608,-0.8975453327803217
2020-06-24,-0.6551895063315258,-0.9328192981700308,0.23793945045469736,-0.7276222554701705,-0.40521355899988776,-0.9026742964885015,-0.9006145754329148,-0.7029736542544507,-0.15436033702422994,,-1.0743708817147124,-0.9753235216906475,-0.8608109165634164,-0.912341269923943,-0.53342833362808,-0.6106359774281168,-0.5761892544494718,-0.752437342841413,-0.5070303352428348,-0.6863255736499528,-0.8481685721080006,-0.9278820854292136,-0.5606006762997972,-0.8445621549916653
2020-06-25,-0.6400903820770553,-0.9807168342408851,0.37308808858832093,-0.6815938436857344,-0.38326091050809313,-0.9026742964885015,-0.9043173352747494,-0.6412147267577045,-0.2529921646381296,,-1.0661642484222862,-0.9753235216906475,-0.8373563390580393,-0.8578286040806622,-0.55577052608685,-0.6181141453863551,-0.6279177137228287,-0.768731513584742,-0.5225304017125374,-0.7042025034938262,-0.8268010318232347,-0.9117256084887959,-0.5537706777068417,-0.7840099518046295
