Date,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district-of-columbia,florida,georgia,guam,nebraska,nevada,new-hampshire,new-jersey,new-mexico,new-york,north-carolina,north-dakota,ohio,oklahoma,oregon,washington
2020-03-28,-1.408773071395558,,,-1.3205765013990831,-1.1842648652330883,-0.7154462861251376,-0.7506528018386097,-1.1198464148574876,,,,-0.3922216016120891,,,,-0.181175474683576,-1.0565249477020708,0.6069310083720517,-1.3533339644885967,,,,-1.1957905454446567,
2020-03-29,-1.375829527567622,,,-1.3341142695709762,-1.1842648652330883,-0.6581765417786969,-0.38222819757605797,-1.104406682983301,,,,-0.3922216016120891,,,,-0.181175474683576,-1.0454402778577803,0.8622063500175401,-1.3492006134300094,,,,-1.086510567957369,
2020-03-30,-1.3785748228866168,,,-1.2826707505177828,-1.113231092064517,-0.3387875829235467,-0.1730222665123979,-1.0117682917381818,,,,-0.23672775625780684,,,,-0.181175474683576,-1.0454402778577803,1.0825035384673487,-1.3016670762562548,,,,-1.086510567957369,
2020-03-31,-1.3566124603346594,,,-1.2772556432490256,-1.0802128809183218,-0.18239712720826629,-0.004546693708919448,-0.9191299004930624,,,,-0.23672775625780684,,,,-0.181175474683576,-1.0380504979615863,1.389268459661757,-1.2810003209633178,,,,-0.9157606031334821,
2020-04-01,-1.2385647616178894,,,-1.2989160723240545,-1.037735398470784,0.09073549967475869,0.2879713337960212,-0.9654490961156221,,,,-0.23672775625780684,,,,-0.181175474683576,-1.0121862683249079,1.671048985716394,-1.2324334460249164,,,-1.0966275112513535,-0.9157606031334821,
2020-04-02,-1.282489486721804,,,-1.2718405359802685,-1.0257774517313512,0.18104548114414598,0.40090550897197924,-0.9268497664301557,,,,-0.23672775625780684,,,,-0.181175474683576,-1.0121862683249079,1.9224137263834835,-1.2531002013178532,,,-1.0822661984154267,-0.9157606031334821,
2020-04-03,-1.266017714807836,,,-1.2583027678083754,-0.9783026184076327,0.26474741518894396,0.5527186624872016,-0.8728107048705028,,,,-0.23672775625780684,,,,0.3615258571428586,-0.9752373688439387,2.2324374817265573,-1.2531002013178532,,,-1.1020130035648261,-0.9021006059475711,
2020-04-04,-1.266017714807836,,,-1.2555952141739968,-0.9583132149029091,0.2779635100381226,0.7822897726809525,-0.625774994883518,,,,-0.19785429491923626,,,,0.8871342336361772,-0.9900169286363264,2.4703323745791614,-1.1631998157935781,,,,-0.5332806819279753,-0.13307376754399436
2020-04-05,-1.2056212177899537,,,-1.26913298234589,-0.940822486836276,0.2845715574627119,0.9840901840609432,-0.5794557992609584,,,,-0.1589808335806657,,,,0.8871342336361772,-0.9604578090515511,2.5950370946681063,-1.1735331934400466,-0.7488948281035097,,,,-0.10658217864966617
2020-04-06,-1.1850315028974938,,,-1.2501801069052396,-0.9210115601485589,0.2845715574627119,1.1303491978134135,-0.5794557992609584,,,,-0.1589808335806657,,,,2.1637643350782825,-0.9493731392072604,2.672814603016264,-1.1642331535582249,-0.7578332930254464,,-1.1199646446097347,,0.10913504520414898
2020-04-07,-1.1781682646000071,,,-1.2501801069052396,-0.9028069248138999,0.3880976337812778,1.2914192509332225,-0.22434196615466762,,,,-0.1589808335806657,,-1.21800157483091,,2.498679428636525,-0.9382884693629696,2.8153342831179153,-1.0774327813278903,-0.7667717579473831,,-1.0750855419974634,,0.1204885833017182
2020-04-08,-1.1699323786430231,,,-1.2447649996364825,-0.8844238126622345,0.4211378709042244,1.2914192509332225,-0.22434196615466762,,,,-0.1589808335806657,,-1.21800157483091,,2.5034868223239637,-0.9087293497781943,2.9426460705257926,-1.0443659728591916,-0.7846486877912565,,-1.0714952137884817,,0.17347176109037454
2020-04-09,-1.147970016091066,,,-1.2528876605396182,-0.8646128859745174,0.40792177605504576,1.5802345185963285,0.19253079444836926,,,,-0.43109506295065964,,-1.21800157483091,,2.6834970081758422,-0.8570008905048374,2.9860971925080038,-1.0319659196834294,-0.8025256176351299,,-1.0714952137884817,-0.7518406369025505,0.15454919759442584
2020-04-10,-1.1122811769441354,,,-1.2176894632926965,-0.8517625551500522,0.40571909358018265,1.7616697508462285,0.038133475706503744,,,,-0.43109506295065964,,-1.21800157483091,,2.7940670629869366,-0.8496111106086436,3.0491013193822094,-1.0061324755672585,-0.8114640825570666,,-1.0750855419974634,-0.8201406228321053,0.12427309600090794
2020-04-11,-1.1218897105606167,,,-1.2176894632926965,-0.43430528017194087,0.36386812655778367,1.819062528394666,0.10761226914034323,,,,-0.43109506295065964,,-1.21800157483091,,2.819706495986611,-0.8385264407643529,3.067568046224649,-1.0691660792107156,-0.8382794773228767,,-0.7214382134127656,-0.8201406228321053,0.15076468489523612
2020-04-12,-1.194640036513975,,,-1.2501801069052396,-0.43466223380595376,0.40792177605504576,1.9319967035706243,0.10761226914034323,,,,-0.4699685242892302,,-1.21800157483091,,2.8122283280283726,-0.8311366608681591,3.0790825935499346,-1.1011995499147678,-0.8204025474790033,,-0.7214382134127656,-0.8611206143898382,0.12427309600090794
2020-04-13,-1.0711017471592157,,-1.0507729732784894,-1.2501801069052396,-0.8307022907432898,0.5092451698987486,2.1282429751878627,0.19253079444836926,1.108127056433686,,,-0.5088419856278008,,,-0.276493120352225,2.9067737372146705,-0.8052724312314806,3.104718755519439,-1.119799629678411,-0.8114640825570666,,-0.7214382134127656,0.19752916751826088,-0.3109458644059121
2020-04-14,-1.0711017471592157,,-1.010154530123575,-1.2312272314645896,-0.44733408781341244,0.4872183451501175,2.1634191936852925,0.2156903922596491,1.108127056433686,,,-0.4699685242892302,,,-0.37703298641669,3.122572298295261,-0.8052724312314806,3.076910037450824,-1.0112991643904927,-0.8114640825570666,,-1.0607242291615366,0.3751091309351033,-0.8407776422924756
2020-04-15,-1.0409034986502745,,-1.0027693586408635,-1.2258121241958322,-0.44733408781341244,0.44536737812771854,2.40224720348363,0.2465698560080222,1.2856643461387054,,,-0.6254623696435124,,,-0.298835312810995,3.1679754608988504,-0.7941877613871898,2.9982635066630228,-0.9978657734500838,-0.8114640825570666,,-1.0607242291615366,0.3068091450055485,0.13562663409847717
2020-04-16,-1.0985547003491622,,-1.0116315644201175,-1.220397016927075,-0.47089302765826524,0.44316469565285543,2.435572042060142,0.25428972194511545,1.2856643461387054,,,-0.6254623696435124,,,-0.25415092789345506,3.143404337607496,-0.7941877613871898,2.8679101407163903,-0.9761656803925001,-0.8025256176351299,,-0.9853273367729207,0.26582915344781566,-0.05359900086100982
2020-04-17,-1.0930641097111728,,-1.0204937701993715,-1.2258121241958322,-0.49570130522216327,0.41012445852990886,2.472599640478489,0.3700877110015146,1.2856643461387054,,,-0.7420827536592242,,,-0.1200977731408351,3.0296293536714423,-0.7720184216986083,2.776880040163659,-0.9999324489793774,-0.7846486877912565,,-0.825557731473235,0.2794891506337266,0.048582842017113145
2020-04-18,-1.0999273480086595,-0.38199763335520764,-1.0204937701993715,-1.2176894632926965,-0.487848325273879,0.4784076152506651,2.472599640478489,0.3700877110015146,1.2856643461387054,,,-0.7420827536592242,,,-0.1312688693702201,2.8731219814025986,-0.786797981490996,2.7010578323047008,-1.042299297329898,-0.8114640825570666,,-0.8578706853540703,0.23850915907599374,-0.3450064786986198
2020-04-19,-1.0985547003491622,-0.4298951694260618,-0.9724901555617456,-1.2122743560239393,-0.5244360727602034,0.4784076152506651,2.4577886011111505,0.5630843594288465,1.2856643461387054,,,-0.7420827536592242,,,-0.19829544674653007,2.753471294070786,-0.7461541920619299,2.537247102431766,-0.9627322894520912,-0.7935871527131932,,-0.8578706853540703,0.1633791745534835,-0.08765961515371748
2020-04-20,-1.047766736947761,-0.21435625710721792,-0.9680590526721186,-1.1987365878520464,-0.5346092513295717,0.44977274307744475,2.4226123826137207,0.6171234209884994,2.1634876119024127,,,-0.8587031376749359,,,-0.20946654297591505,2.4821206281575687,-0.6981206227366701,2.5133489853415503,-1.0577993637996004,-0.7757102228693198,,-0.8578706853540703,0.1633791745534835,-0.7802254391054398
2020-04-21,-1.0422761463097718,-0.3101513292489263,-0.9680590526721186,-1.2176894632926965,-0.49677216612420205,0.4277459183288137,2.478153780241241,0.6711624825481524,2.1634876119024127,,,-0.8587031376749359,,,-0.03072900330575514,2.806886779486774,-0.6870359528923793,2.520301164858704,-1.001999124508671,-0.7757102228693198,,-0.7878592852789271,0.2521691562619047,-0.40177416918646586
